Interrupt method selected
Please, press PB0 to continue
PB0 pressed
4, 2, 15619, 596, 0, 0
6, 3, 1, 7, 50966, 0
8, 4, 1, 7, 33976, 6471
10, 5, 1, 8, 57481, 569
12, 6, 1, 22, 63972, 0
14, 7, 1, 19, 28751, 0
16, 8, 1, 13, 9022, 0
18, 9, 1, 28, 52523, 0
20, 10, 1, 27, 41549, 0
22, 11, 1, 37, 28634, 0
24, 12, 1, 33, 19690, 0
26, 13, 1, 17, 11219, 0
28, 14, 1, 18, 4758, 0
30, 15, 1, 32, 643, 0
32, 16, 1, 38, 60294, 0
34, 17, 1, 27, 56140, 0
36, 18, 1, 49, 53474, 0
38, 19, 1, 47, 48197, 0
40, 20, 1, 41, 47616, 0
42, 21, 1, 52, 44445, 0
44, 22, 1, 52, 40113, 0
46, 23, 1, 33, 39280, 0
48, 24, 1, 35, 37041, 0
50, 25, 1, 61, 35047, 0
52, 26, 1, 61, 34170, 0
54, 27, 1, 47, 30519, 0
56, 28, 1, 64, 30892, 0
58, 29, 1, 47, 29045, 0
60, 30, 1, 59, 27342, 0
62, 31, 1, 58, 27313, 0
64, 32, 1, 46, 26460, 0
66, 33, 1, 48, 24761, 0
68, 34, 1, 69, 24362, 0
70, 35, 1, 61, 23292, 0
72, 36, 9, 63, 20903, 0
74, 37, 63, 63, 26783, 0
76, 38, 108, 58, 19378, 0
78, 39, 64, 71, 19274, 0
80, 40, 2, 82, 17713, 0
82, 41, 97, 79, 18005, 0
84, 42, 24, 95, 16724, 0
86, 43, 317, 73, 19609, 0
88, 44, 144, 69, 16340, 0
90, 45, 248, 95, 17275, 0
92, 46, 210, 86, 16124, 0
94, 47, 123, 90, 14278, 0
96, 48, 94, 78, 13898, 0
98, 49, 21, 77, 13717, 0
100, 50, 263, 68, 13336, 0
102, 51, 545, 86, 13074, 0
104, 52, 827, 64, 12824, 0
106, 53, 1109, 66, 12581, 0
108, 54, 1370, 86, 12347, 0
110, 55, 1615, 98, 15347, 0
112, 56, 1830, 100, 15263, 0
114, 57, 4, 106, 10035, 0
116, 58, 275, 104, 9856, 0
118, 59, 1, 96, 10172, 0
120, 60, 258, 117, 10003, 0
122, 61, 493, 106, 9838, 0
124, 62, 718, 101, 9681, 0
126, 63, 976, 102, 9526, 0
128, 64, 1171, 100, 9378, 0
130, 65, 1398, 116, 9804, 0
132, 66, 662, 107, 8571, 0
134, 67, 851, 102, 8529, 0
136, 68, 1051, 118, 9458, 0
138, 69, 732, 132, 8702, 0
140, 70, 618, 133, 8787, 0
142, 71, 176, 114, 7140, 0
144, 72, 105, 129, 6962, 0
146, 73, 53, 129, 6851, 0
148, 74, 63, 121, 6759, 0
150, 75, 264, 121, 6670, 0
152, 76, 470, 105, 6581, 0
154, 77, 649, 106, 6496, 0
156, 78, 827, 122, 6413, 0
158, 79, 1000, 121, 6331, 0
160, 80, 1190, 118, 6253, 0
162, 81, 1370, 120, 6174, 0
164, 82, 1523, 121, 6099, 0
166, 83, 1693, 105, 6026, 0
168, 84, 1830, 104, 5954, 0
170, 85, 1959, 106, 5884, 0
172, 86, 2178, 120, 5815, 0
174, 87, 2297, 104, 5749, 0
176, 88, 2455, 118, 5683, 0
178, 89, 2620, 106, 5620, 0
180, 90, 2776, 119, 5557, 0
182, 91, 2865, 117, 5496, 0
184, 92, 2987, 119, 5436, 0
186, 93, 3120, 106, 5378, 0
188, 94, 3214, 104, 5321, 0
190, 95, 3347, 103, 5265, 0
192, 96, 3470, 104, 5210, 0
194, 97, 3606, 119, 5156, 0
196, 98, 3823, 117, 5103, 0
198, 99, 3836, 102, 5052, 0
200, 100, 3944, 118, 5001, 0
202, 101, 4047, 104, 4952, 0
204, 102, 4165, 102, 4903, 0
206, 103, 4311, 116, 4855, 0
208, 104, 4403, 104, 4809, 0
210, 105, 4560, 103, 4763, 0
212, 106, 4714, 115, 4718, 0
214, 107, 4671, 103, 4674, 0
216, 108, 4819, 104, 4631, 0
218, 109, 4900, 120, 4588, 0
220, 110, 4955, 145, 6186, 0
222, 111, 5100, 211, 8940, 0
224, 112, 5205, 214, 7435, 0
226, 113, 5272, 218, 5961, 0
228, 114, 2680, 179, 2696, 0
230, 115, 2398, 159, 2400, 0
232, 116, 2161, 163, 2163, 0
234, 117, 2335, 156, 2415, 0
236, 118, 2429, 157, 2436, 0
238, 119, 2636, 163, 2770, 0
240, 120, 2777, 155, 2780, 0
242, 121, 2848, 162, 2756, 0
244, 122, 2926, 176, 2733, 0
246, 123, 3011, 159, 2712, 0
248, 124, 3135, 160, 2690, 0
250, 125, 3257, 150, 2669, 0
252, 126, 3349, 170, 2647, 0
254, 127, 3497, 149, 2627, 0
256, 128, 3533, 156, 2606, 0
258, 129, 3617, 208, 4516, 0
260, 130, 3714, 240, 3402, 0
262, 131, 3790, 244, 3782, 0
264, 132, 1907, 237, 1284, 0
266, 133, 9, 224, 10, 0
268, 134, 2661, 196, 1865, 0
270, 135, 2778, 247, 3697, 0
272, 136, 2840, 244, 2017, 0
274, 137, 257, 236, 140, 0
276, 138, 2133, 209, 1972, 0
278, 139, 2295, 236, 1583, 0
280, 140, 1562, 251, 1686, 0
282, 141, 419, 238, 217, 0
284, 142, 459, 240, 330, 0
286, 143, 115, 239, 13, 0
288, 144, 125, 241, 24, 0
290, 145, 73, 242, 2, 0
292, 146, 53, 240, 2, 0
294, 147, 21, 240, 2, 0
296, 148, 63, 226, 2, 0
298, 149, 160, 226, 2, 0
300, 150, 263, 226, 2, 0
302, 151, 349, 226, 2, 0
304, 152, 470, 226, 2, 0
306, 153, 545, 226, 2, 0
308, 154, 650, 226, 2, 0
310, 155, 717, 226, 2, 0
312, 156, 827, 226, 2, 0
314, 157, 910, 226, 2, 0
316, 158, 999, 226, 2, 0
318, 159, 1110, 226, 2, 0
320, 160, 1190, 226, 2, 0
322, 161, 1274, 226, 2, 0
324, 162, 1371, 226, 2, 0
326, 163, 1436, 226, 2, 0
328, 164, 1524, 226, 2, 0
330, 165, 1616, 226, 2, 0
332, 166, 1694, 226, 2, 0
334, 167, 1771, 226, 2, 0
336, 168, 1831, 226, 2, 0
338, 169, 1971, 226, 2, 0
340, 170, 1961, 226, 2, 0
342, 171, 2057, 226, 2, 0
344, 172, 2179, 226, 2, 0
346, 173, 2223, 226, 2, 0
348, 174, 2299, 226, 2, 0
350, 175, 2380, 226, 2, 0
352, 176, 2456, 226, 2, 0
354, 177, 2510, 226, 2, 0
356, 178, 2621, 226, 2, 0
358, 179, 2792, 226, 2, 0
360, 180, 2777, 226, 2, 0
362, 181, 2762, 228, 2, 0
364, 182, 2865, 226, 2, 0
366, 183, 2920, 226, 2, 0
368, 184, 2988, 226, 2, 0
370, 185, 3040, 226, 2, 0
372, 186, 3121, 226, 2, 0
374, 187, 3179, 226, 2, 0
376, 188, 3216, 226, 2, 0
378, 189, 3306, 226, 2, 0
380, 190, 3348, 226, 2, 0
382, 191, 3430, 226, 3, 0
384, 192, 3472, 226, 2, 0
386, 193, 3527, 226, 2, 0
388, 194, 3607, 226, 2, 0
390, 195, 3662, 226, 2, 0
392, 196, 3739, 226, 1, 0
394, 197, 3806, 226, 2, 0
396, 198, 3835, 226, 1, 0
398, 199, 3876, 226, 1, 0
400, 200, 3945, 226, 1, 0
402, 201, 3999, 226, 1, 0
404, 202, 4049, 226, 2, 0
406, 203, 4102, 226, 1, 0
408, 204, 4165, 226, 1, 0
410, 205, 4238, 226, 1, 0
412, 206, 4311, 226, 1, 0
414, 207, 4344, 226, 1, 0
416, 208, 4434, 226, 1, 0
418, 209, 4451, 226, 1, 0
420, 210, 4560, 226, 1, 0
422, 211, 4663, 226, 1, 0
424, 212, 4715, 226, 1, 0
426, 213, 4693, 226, 1, 0
428, 214, 4671, 229, 1, 0
430, 215, 4798, 226, 1, 0
432, 216, 4819, 226, 1, 0
434, 217, 4850, 226, 1, 0
436, 218, 4900, 226, 1, 0
438, 219, 4944, 226, 1, 0
440, 220, 4996, 226, 1, 0
442, 221, 5025, 226, 1, 0
444, 222, 5100, 226, 1, 0
446, 223, 5152, 226, 1, 0
448, 224, 5166, 226, 1, 0
450, 225, 5229, 226, 1, 0
452, 226, 5306, 226, 1, 0
454, 227, 5346, 226, 1, 0
456, 228, 5358, 226, 1, 0
458, 229, 5455, 226, 1, 0
460, 230, 5472, 226, 1, 0
462, 231, 5528, 226, 1, 0
464, 232, 5575, 226, 1, 0
466, 233, 5609, 226, 1, 0
468, 234, 5649, 226, 1, 0
470, 235, 5671, 226, 1, 0
472, 236, 5729, 226, 1, 0
474, 237, 5783, 226, 1, 0
476, 238, 5831, 226, 1, 0
478, 239, 5855, 226, 1, 0
480, 240, 5899, 226, 1, 0
482, 241, 5950, 226, 1, 0
484, 242, 6007, 226, 1, 0
486, 243, 6012, 226, 1, 0
488, 244, 6144, 226, 1, 0
490, 245, 6119, 227, 1, 0
492, 246, 6095, 226, 1, 0
494, 247, 6153, 226, 1, 0
496, 248, 6189, 226, 1, 0
498, 249, 6244, 226, 1, 0
500, 250, 6283, 226, 1, 0
502, 251, 6325, 226, 1, 0
504, 252, 6364, 226, 1, 0
506, 253, 6419, 226, 1, 0
508, 254, 6439, 226, 1, 0
510, 255, 6475, 226, 1, 0
512, 256, 6507, 226, 1, 0
514, 257, 6529, 226, 1, 0
516, 258, 6586, 226, 1, 0
518, 259, 6616, 226, 1, 0
520, 260, 6647, 226, 1, 0
522, 261, 6701, 226, 1, 0
524, 262, 6732, 226, 1, 0
526, 263, 6756, 226, 1, 0
528, 264, 6789, 226, 1, 0
530, 265, 6836, 226, 1, 0
532, 266, 6852, 226, 1, 0
534, 267, 6888, 226, 1, 0
536, 268, 6926, 226, 1, 0
538, 269, 6959, 226, 1, 0
540, 270, 6992, 226, 1, 0
542, 271, 7020, 226, 1, 0
544, 272, 7039, 226, 1, 0
546, 273, 7075, 226, 1, 0
548, 274, 7113, 226, 1, 0
550, 275, 7199, 226, 1, 0
552, 276, 7243, 226, 1, 0
554, 277, 7218, 226, 1, 0
556, 278, 7192, 226, 1, 0
558, 279, 7260, 226, 1, 0
560, 280, 7277, 226, 1, 0
562, 281, 7292, 226, 1, 0
564, 282, 7336, 226, 1, 0
